Sample	Kingdom	Phylum	Class_taxa	Order_taxa	Family	Genus	Relative_abundance
207_v4	Bacteria	Chloroflexi	Thermomicrobia	JG30-KF-CM45	NA	NA	0
207_v4	Bacteria	Cyanobacteria	4C0d-2	YS2	NA	NA	0
207_v4	Bacteria	Cyanobacteria	Chloroplast	Streptophyta	NA	NA	0
207_v4	Bacteria	Elusimicrobia	Elusimicrobia	Elusimicrobiales	Elusimicrobiaceae	NA	0
207_v4	Bacteria	Elusimicrobia	Elusimicrobia	Elusimicrobiales	Elusimicrobiaceae	Elusimicrobium	0
207_v4	Bacteria	Firmicutes	Other	Other	Other	Other	0
207_v4	Bacteria	Firmicutes	Bacilli	Other	Other	Other	0
207_v4	Bacteria	Firmicutes	Bacilli	Bacillales	Other	Other	4.04613e-4
207_v4	Bacteria	Firmicutes	Bacilli	Bacillales	NA	NA	6.06919e-4
207_v4	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Other	0
207_v4	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA	0
207_v4	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anoxybacillus	0
207_v4	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	0
207_v4	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	0
207_v4	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Other	0
207_v4	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Cohnella	0
207_v4	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	0
207_v4	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	NA	0
207_v4	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Lysinibacillus	0
207_v4	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Sporosarcina	0
207_v4	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Other	0
207_v4	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Jeotgalicoccus	0
207_v4	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	0.005259964
207_v4	Bacteria	Firmicutes	Bacilli	Gemellales	Gemellaceae	NA	0
207_v4	Bacteria	Firmicutes	Bacilli	Gemellales	Gemellaceae	Gemella	0
207_v4	Bacteria	Firmicutes	Bacilli	Lactobacillales	Other	Other	2.02306e-4
207_v4	Bacteria	Firmicutes	Bacilli	Lactobacillales	NA	NA	2.02306e-4
207_v4	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Other	0
207_v4	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Facklamia	0
207_v4	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	0
207_v4	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Other	0.00161845
207_v4	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	NA	0
207_v4	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	0.023265224
207_v4	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Vagococcus	0
207_v4	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	NA	0
207_v4	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	0.112684604
207_v4	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	NA	0
207_v4	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	0
207_v4	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	0.001416144
207_v4	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.015779891
207_v4	Bacteria	Firmicutes	Bacilli	Turicibacterales	Turicibacteraceae	Turicibacter	0.03054825
207_v4	Bacteria	Firmicutes	Clostridia	Clostridiales	Other	Other	0.006473801
207_v4	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	0.047744285
207_v4	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	NA	0.028322881
207_v4	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenella	6.06919e-4
207_v4	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Other	0.00546227
207_v4	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA	0.06494032
207_v4	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Caloramator	0
207_v4	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	0.001213838
207_v4	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	SMB53	0
207_v4	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Sarcina	0
207_v4	Bacteria	Firmicutes	Clostridia	Clostridiales	Dehalobacteriaceae	NA	6.06919e-4
207_v4	Bacteria	Firmicutes	Clostridia	Clostridiales	Dehalobacteriaceae	Dehalobacterium	0
207_v4	Bacteria	Firmicutes	Clostridia	Clostridiales	EtOH8	NA	0
207_v4	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Anaerofustis	2.02306e-4
207_v4	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Pseudoramibacter_Eubacterium	0.001416144
207_v4	Bacteria	Firmicutes	Clostridia	Clostridiales	Gracilibacteraceae	NA	0
207_v4	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Other	0.001213838
207_v4	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	0.020432935
207_v4	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes	0.001416144
207_v4	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	0.007687639
207_v4	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio	0
207_v4	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium	0
207_v4	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	0.007687639
207_v4	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	0.012947603
207_v4	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Epulopiscium	2.02306e-4
207_v4	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnobacterium	0
207_v4	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira	2.02306e-4
207_v4	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Pseudobutyrivibrio	0
207_v4	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	0
207_v4	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus	0.00384382
207_v4	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	NA	0
207_v4	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfitobacter	4.04613e-4
207_v4	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Peptococcus	0
207_v4	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	rc4-4	0
207_v4	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Other	0
207_v4	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	NA	2.02306e-4
207_v4	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus	0
207_v4	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Other	0
207_v4	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	0.091240138
207_v4	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	0.001011531
207_v4	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Butyricicoccus	0
207_v4	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	0
207_v4	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	0.026906737
207_v4	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	0.018814485
207_v4	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	NA	0
207_v4	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Acidaminococcus	0.001011531
207_v4	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Anaerovibrio	0
207_v4	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Dialister	4.04613e-4
207_v4	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Megamonas	0
207_v4	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Megasphaera	6.06919e-4
207_v4	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Mitsuokella	0
207_v4	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Phascolarctobacterium	0
207_v4	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Succiniclasticum	0
207_v4	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Veillonella	0
207_v4	Bacteria	Firmicutes	Clostridia	Clostridiales	Mogibacteriaceae	NA	4.04613e-4
207_v4	Bacteria	Firmicutes	Clostridia	Clostridiales	Mogibacteriaceae	Mogibacterium	0
207_v4	Bacteria	Firmicutes	Clostridia	Clostridiales	Tissierellaceae	Anaerococcus	0
207_v4	Bacteria	Firmicutes	Clostridia	Clostridiales	Tissierellaceae	Finegoldia	0
207_v4	Bacteria	Firmicutes	Clostridia	Clostridiales	Tissierellaceae	Parvimonas	0
207_v4	Bacteria	Firmicutes	Clostridia	Clostridiales	Tissierellaceae	Tissierella_Soehngenia	0
207_v4	Bacteria	Firmicutes	Clostridia	Clostridiales	Tissierellaceae	ph2	0
207_v4	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	NA	0.002427676
207_v4	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Allobaculum	8.09225e-4
207_v4	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Bulleidia	0
207_v4	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Catenibacterium	0
207_v4	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Clostridium	0
207_v4	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Coprobacillus	2.02306e-4
207_v4	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Holdemania	0
207_v4	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	PSB-M-3	0.009913008
207_v4	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Sharpea	0
207_v4	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Eubacterium	0.082136354
207_v4	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	cc_115	0
207_v4	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	p-75-a5	0.002023063
207_v4	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Cetobacterium	0
207_v4	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	0
207_v4	Bacteria	Lentisphaerae	Lentisphaeria	Victivallales	Victivallaceae	NA	8.09225e-4
207_v4	Bacteria	Proteobacteria	Alphaproteobacteria	RF32	NA	NA	0
207_v4	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	NA	0
207_v4	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Other	0
207_v4	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	mitochondria	Other	0
207_v4	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	0
207_v4	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	0
207_v4	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	NA	0
207_v4	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Sutterella	2.02306e-4
207_v4	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia	0
207_v4	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	NA	2.02306e-4
207_v4	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	0
207_v4	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Delftia	0
207_v4	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	NA	0
207_v4	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Other	0
207_v4	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	NA	0
207_v4	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Other	0
207_v4	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	NA	0
207_v4	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Bilophila	0.001011531
207_v4	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	0.008294558
207_v4	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	NA	NA	0
207_v4	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	0
207_v4	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	NA	0
207_v4	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Flexispira	0
207_v4	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	0
207_v4	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	NA	0
207_v4	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	unclassified	0
207_v4	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	0
207_v4	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Chromatiaceae	Rheinheimera	0
207_v4	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Other	2.02306e-4
207_v4	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	NA	2.02306e-4
207_v4	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	0
207_v4	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella	0
207_v4	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Morganella	2.02306e-4
207_v4	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Proteus	0
207_v4	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Serratia	0
207_v4	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Other	0
207_v4	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus	0
207_v4	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	0
207_v4	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	0
207_v4	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	0
207_v4	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	0
207_v4	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	NA	0
207_v4	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	0
207_v4	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Other	0
207_v4	Bacteria	TM7	TM7-3	NA	NA	NA	0
207_v4	Bacteria	TM7	TM7-3	CW040	F16	NA	0
207_v4	Bacteria	Tenericutes	Mollicutes	Anaeroplasmatales	Anaeroplasmataceae	NA	0
207_v4	Bacteria	Tenericutes	Mollicutes	Anaeroplasmatales	Anaeroplasmataceae	Anaeroplasma	0
207_v4	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	6.06919e-4
207_v4	Bacteria	Tenericutes	RF3	ML615J-28	NA	NA	0.022253692
207_v4	Bacteria	Verrucomicrobia	Opitutae	Cerasicoccales	Cerasicoccaceae	NA	0
207_v4	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia	0.004653045
207_v4	Bacteria	Thermi	Deinococci	Thermales	Thermaceae	Meiothermu_	0
208_v1	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	0
208_v1	Archaea	Euryarchaeota	Thermoplasmata	E2	Methanomassiliicoccaceae	NA	0
208_v1	Bacteria	Acidobacteria	Chloracidobacteria	RB41	NA	NA	0
208_v1	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	NA	0
208_v1	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	4.25894e-4
208_v1	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Varibaculum	1.41965e-4
208_v1	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Brevibacteriaceae	Brevibacterium	0
208_v1	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	0
208_v1	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Dermabacteraceae	Brachybacterium	0
208_v1	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Intrasporangiaceae	NA	0
208_v1	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Rothia	0
208_v1	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Other	0
208_v1	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	NA	0
208_v1	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Other	0
208_v1	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	NA	0
208_v1	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	0.10306644
208_v1	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	NA	0.001277683
208_v1	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Adlercreutzia	8.51789e-4
208_v1	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Atopobium	0
208_v1	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	4.25894e-4
208_v1	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Eggerthella	5.67859e-4
208_v1	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Slackia	8.51789e-4
208_v1	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	NA	NA	0
208_v1	Bacteria	Aquificae	Aquificae	Aquificales	Aquificaceae	NA	0
208_v1	Bacteria	Bacteroidetes	NA	NA	NA	NA	0
208_v1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Other	Other	0
208_v1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	1.41965e-4
208_v1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	0.040601931
208_v1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	0.03052243
208_v1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	1.41965e-4
208_v1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0.001135718
208_v1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Other	1.41965e-4
208_v1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	NA	0.030238501
208_v1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	AF12	0
208_v1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	0
208_v1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	NA	0
208_v1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Barnesiellaceae	NA	0.04116979
208_v1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Butyricimonas	0
208_v1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Odoribacter	4.25894e-4
208_v1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Paraprevotellaceae	NA	0
208_v1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Paraprevotellaceae	CF231	0
208_v1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Paraprevotellaceae	Paraprevotella	0
208_v1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Paraprevotellaceae	YRC22	0
208_v1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Paraprevotellaceae	Prevotella	0
208_v1	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Other	0
208_v1	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	NA	0
208_v1	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	0
208_v1	Bacteria	Chloroflexi	Thermomicrobia	JG30-KF-CM45	NA	NA	0
208_v1	Bacteria	Cyanobacteria	4C0d-2	YS2	NA	NA	0
208_v1	Bacteria	Cyanobacteria	Chloroplast	Streptophyta	NA	NA	0
208_v1	Bacteria	Elusimicrobia	Elusimicrobia	Elusimicrobiales	Elusimicrobiaceae	NA	0
208_v1	Bacteria	Elusimicrobia	Elusimicrobia	Elusimicrobiales	Elusimicrobiaceae	Elusimicrobium	0
208_v1	Bacteria	Firmicutes	Other	Other	Other	Other	0
208_v1	Bacteria	Firmicutes	Bacilli	Other	Other	Other	0
208_v1	Bacteria	Firmicutes	Bacilli	Bacillales	Other	Other	0
208_v1	Bacteria	Firmicutes	Bacilli	Bacillales	NA	NA	0
208_v1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Other	0
208_v1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA	0
208_v1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anoxybacillus	0
208_v1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	0
208_v1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	0
208_v1	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Other	0
208_v1	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Cohnella	0
208_v1	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	0
208_v1	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	NA	0
208_v1	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Lysinibacillus	0
208_v1	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Sporosarcina	0
208_v1	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Other	0
208_v1	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Jeotgalicoccus	0
208_v1	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	4.25894e-4
208_v1	Bacteria	Firmicutes	Bacilli	Gemellales	Gemellaceae	NA	4.25894e-4
208_v1	Bacteria	Firmicutes	Bacilli	Gemellales	Gemellaceae	Gemella	0
208_v1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Other	Other	0
208_v1	Bacteria	Firmicutes	Bacilli	Lactobacillales	NA	NA	0
208_v1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Other	1.41965e-4
208_v1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Facklamia	0
208_v1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	0
208_v1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Other	0
208_v1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	NA	0
208_v1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	7.09824e-4
208_v1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Vagococcus	0
208_v1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	NA	0
208_v1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	0.011925043
208_v1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	NA	0
208_v1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	0
208_v1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	2.8393e-4
208_v1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.007240204
208_v1	Bacteria	Firmicutes	Bacilli	Turicibacterales	Turicibacteraceae	Turicibacter	7.09824e-4
208_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Other	Other	0.023566156
208_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	0.063742192
208_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	NA	0.005252697
208_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenella	0
208_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Other	0.002129472
208_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA	0.013060761
208_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Caloramator	0
208_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	2.8393e-4
208_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	SMB53	0
208_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Sarcina	0
208_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Dehalobacteriaceae	NA	0
208_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Dehalobacteriaceae	Dehalobacterium	0
